pc1,pc2,clase
-6.300483,1.363497,lima
-6.280941,1.471519,lima
-6.219288,1.533513,lima
-6.163491,1.673979,lima
-6.023855,1.936435,lima
-6.00489,2.024976,lima
-3.516053,1.686057,lima
-5.824002,2.219563,lima
-5.258235,2.36959,lima
-4.957764,2.488178,lima
-4.493818,2.443383,lima
-3.296639,1.343458,lima
-3.246081,1.243755,lima
-3.178427,1.097441,lima
-3.045256,0.778597,lima
-6.143256,2.028372,lima
-2.947253,0.283031,lima
-2.888909,-0.080475,lima
-2.84092,-0.47351,lima
-2.845976,-1.016588,lima
-2.895873,-1.302193,lima
-2.964525,-1.823016,lima
-2.95088,-1.86639,lima
-2.98404,-1.960405,lima
-3.028621,-2.102474,lima
-3.051113,-2.137527,lima
-3.157364,-2.308312,lima
-6.004272,2.177456,lima
-3.234986,-2.37892,lima
-3.336627,-2.429213,lima
-3.402224,-2.467165,lima
-3.460895,-2.530026,lima
-3.534048,-2.582146,lima
-3.710923,-2.649451,lima
-3.979828,-2.696047,lima
-5.942482,2.205191,lima
-4.277179,-2.694987,lima
-4.505293,-2.66585,lima
-4.59758,-2.66954,lima
-4.710232,-2.820115,lima
-5.201414,-2.72378,lima
-5.303546,-2.668171,lima
-5.437847,-2.618883,lima
-5.659314,-2.500001,lima
-6.720783,-1.665484,lima
-6.814846,-1.612043,lima
-6.872135,-1.541974,lima
-6.965157,-1.470669,lima
-7.031523,-1.392307,lima
-7.100792,-1.341023,lima
-7.149979,-1.291752,lima
-5.700983,2.278891,lima
-1.02697,-0.452065,lima
-4.576841,0.96777,lima
-4.484702,0.959214,lima
-4.199588,1.102025,lima
-4.112033,1.128583,lima
-4.087967,1.031988,lima
-3.969886,1.024841,lima
-3.799904,0.999667,lima
-3.523102,0.879034,lima
-3.48387,0.681657,lima
-1.224022,-0.58596,lima
-3.06044,0.428683,lima
-2.974945,0.353767,lima
-3.016634,0.249516,lima
-2.905156,0.015525,lima
-2.866241,-0.0582,lima
-2.762349,-0.447781,lima
-2.746892,-0.52234,lima
-2.77839,-0.561813,lima
-2.898109,-0.652337,lima
-1.374324,-0.592682,lima
-3.021493,-0.619562,lima
-3.304883,-0.029629,lima
-3.529613,0.203375,lima
-3.716656,0.544997,lima
-4.13259,0.806099,lima
-4.205657,0.887715,lima
-4.39343,0.783701,lima
-1.635938,-0.521846,lima
-4.487673,0.768248,lima
-4.537308,0.721915,lima
-4.604304,0.609739,lima
-4.678897,0.458159,lima
-4.755272,0.347136,lima
-4.771273,0.291489,lima
-4.792633,0.228119,lima
-4.811787,0.128238,lima
-1.708814,-0.309916,lima
-5.261215,-0.864396,lima
-5.294625,-0.964706,lima
-2.103001,-0.354379,lima
-4.974266,1.151373,lima
-4.865779,1.365224,lima
-2.310756,-0.250505,lima
-3.409769,2.560609,lima
-3.148602,2.584521,lima
-2.695896,2.662971,lima
-2.282796,2.6646,lima
-2.176934,2.641411,lima
-2.282185,2.669277,lima
-1.883231,2.658883,lima
-1.826016,2.581976,lima
-1.722157,2.516058,lima
-1.658444,2.2966,lima
-1.290662,2.37549,lima
-1.239095,2.242131,lima
-1.151814,2.191017,lima
-1.026215,1.978889,lima
-0.549726,0.941745,lima
-0.504915,0.710617,lima
-0.493748,0.551707,lima
-0.339467,0.230942,lima
-0.331263,0.150218,lima
-0.352532,0.024594,lima
-0.545573,-0.174577,lima
-0.578643,-0.275409,lima
-0.602739,-0.328717,lima
-0.770737,-0.387349,lima
-2.977052,-0.098158,lima
-0.915253,-0.601226,lima
-0.936543,-0.564127,lima
-0.967992,-0.440501,lima
-0.953502,-0.428517,lima
-1.016518,-0.529471,lima
-0.993309,-0.485956,lima
-0.93844,-0.450558,lima
-0.974606,-0.438076,lima
-0.924824,-0.43938,lima
-0.897349,-0.385593,lima
-0.940898,-0.397586,lima
-0.911635,-0.45882,lima
-1.012213,-0.466062,lima
-1.085709,-0.491656,lima
-3.354453,0.075549,lima
-1.122887,-0.479528,lima
-1.130897,-0.495355,lima
-1.200831,-0.511583,lima
-1.580003,-0.269191,lima
-1.772517,-0.203228,lima
-3.460666,0.114406,lima
-1.892331,-0.14562,lima
-2.048904,-0.230348,lima
-2.327737,-0.287633,lima
-2.452043,-0.218657,lima
-2.700363,-0.109938,lima
-2.856191,-0.069547,lima
-3.611172,0.132401,lima
-3.684442,0.200665,lima
-3.783014,0.246561,lima
-4.178513,0.427232,lima
-4.298058,0.362565,lima
-4.627221,0.457143,lima
-1.054526,-0.531758,lima
-1.065858,-0.543341,lima
-1.082329,-0.547953,lima
-5.36897,0.282071,lima
-1.110659,-0.598264,lima
-5.093762,0.544876,lima
-4.953572,0.691328,lima
-4.878955,0.728461,lima
-1.142125,-0.562881,lima
-7.313909,0.115046,limon
-7.308178,0.153876,limon
-7.352176,0.321401,limon
-7.300872,0.385999,limon
-7.315966,0.381577,limon
-7.299813,0.43353,limon
-7.303791,0.490865,limon
-7.515454,0.527823,limon
-7.613014,-0.235921,limon
-7.506763,0.55783,limon
-7.659002,0.490301,limon
-7.750704,0.447692,limon
-7.937961,0.452939,limon
-7.937402,0.450075,limon
-7.935199,0.461315,limon
-7.968955,0.509165,limon
-8.06036,0.38782,limon
-8.085507,0.392045,limon
-8.085972,0.3649,limon
-8.118021,0.381852,limon
-8.230792,0.212588,limon
-4.976671,-2.897039,limon
-4.877679,-2.711025,limon
-4.934761,-2.681345,limon
-5.062261,-2.562984,limon
-4.050052,-2.045235,limon
-5.218329,-2.376244,limon
-5.255074,-2.372125,limon
-5.287222,-2.340078,limon
-3.976984,-2.100936,limon
-5.975013,-2.088952,limon
-3.966576,-2.084721,limon
-3.955244,-2.118297,limon
-4.009411,-2.148509,limon
-4.104506,-2.114324,limon
-4.11582,-2.104939,limon
-4.165534,-1.082718,limon
-4.08703,-2.101947,limon
-4.29453,-1.387285,limon
-4.137958,-2.107575,limon
-4.125565,-2.11196,limon
-4.097185,-2.054089,limon
-4.231913,-2.015065,limon
-4.114052,-1.545104,limon
-5.647965,-3.693896,limon
-5.588161,-3.773328,limon
-5.571265,-3.764717,limon
-5.562455,-3.752834,limon
-5.607903,-3.604165,limon
-5.683404,-3.482808,limon
-5.813543,-3.211905,limon
-5.726658,-3.496447,limon
-5.678143,-3.410815,limon
-5.664498,-3.435798,limon
-5.652834,-3.511752,limon
-5.708164,-3.669171,limon
-5.794189,-3.69879,limon
-6.5341,-3.228716,limon
-6.457516,-3.212901,limon
-5.941159,-3.808874,limon
-5.973818,-3.705515,limon
-5.843716,-2.653293,limon
-5.905996,-2.798872,limon
-4.902834,-3.165314,limon
-4.906115,-3.198505,limon
-4.816076,-3.36313,limon
-5.015883,-3.372046,limon
-6.103139,-3.094594,limon
-5.526763,-2.532893,limon
-5.738748,-2.72102,limon
-5.770857,-2.699338,limon
-5.836069,-2.820551,limon
-5.896278,-2.944953,limon
-5.912337,-2.982565,limon
-5.970228,-3.005093,limon
-6.151036,-3.124485,limon
-5.832312,-2.745576,limon
-8.319104,0.29476,limon
-8.324451,0.281648,limon
-8.324234,0.284338,limon
-8.317939,0.278388,limon
-7.399344,-0.105766,limon
-8.340716,0.347204,limon
-8.367604,0.196523,limon
-7.458328,-0.149751,limon
-8.326106,0.200065,limon
-8.340846,0.178666,limon
-8.342762,0.16141,limon
-8.308629,0.197241,limon
-8.306655,0.240752,limon
-8.211545,0.249782,limon
-8.190636,0.211852,limon
-8.178834,0.424901,limon
-8.169983,0.359907,limon
-8.183493,0.343548,limon
-8.181812,0.503242,limon
-8.192673,0.492026,limon
-8.127048,0.55489,limon
-8.253608,0.565423,limon
-7.344807,0.10563,limon
-8.202066,0.723089,limon
-8.196241,0.66075,limon
-8.117985,0.611818,limon
-7.972583,0.529051,limon
-7.974453,0.498593,limon
-7.882496,0.426879,limon
-7.884322,0.415055,limon
-7.882389,0.416267,limon
-7.738799,0.351866,limon
-7.729169,0.338457,limon
-7.717185,0.336376,limon
-7.717362,0.295624,limon
-7.710754,0.266209,limon
-7.738714,0.031629,limon
-7.700608,-0.075793,limon
-7.603717,-0.348873,limon
-7.597801,-0.39161,limon
-7.579661,-0.391959,limon
-7.627796,-0.393066,limon
-7.613956,-0.353025,limon
-7.589054,-0.325626,limon
-7.572936,-0.17926,limon
-7.521963,-0.124042,limon
-7.39765,-0.147006,limon
-7.55764,-0.124575,limon
-7.427605,-0.133333,limon
-7.390807,-0.111197,limon
-3.830692,-0.709172,limon
-3.848563,-0.734227,limon
-3.577044,-0.808784,limon
-3.700289,-0.831825,limon
-3.481702,-0.83124,limon
-3.951504,-1.77149,limon
-4.216641,-2.152416,limon
-4.17373,-2.218485,limon
-4.22248,-2.280333,limon
-4.499701,-2.544516,limon
-4.543331,-2.555035,limon
-5.582066,-2.095911,limon
-5.549854,-2.07325,limon
-5.800712,-2.089581,limon
-5.784349,-2.074967,limon
-5.801815,-2.085422,limon
-5.979364,-2.105494,limon
-6.036227,-2.135105,limon
-6.024494,-2.105881,limon
-6.16959,-2.086234,limon
-6.632962,-2.100733,limon
-6.624508,-1.938675,limon
-6.600056,-1.840886,limon
-6.351538,-1.089566,limon
-6.281727,-0.977919,limon
-6.146546,-0.778302,limon
-5.983893,-0.510655,limon
-5.670985,-0.298805,limon
-5.412278,-0.265127,limon
-4.828864,-0.272829,limon
-4.743683,-0.336533,limon
-4.052416,-0.891154,limon
-3.907264,-1.046937,limon
-3.868742,-1.092011,limon
-3.747226,-1.495702,limon
-3.812332,-1.516062,limon
-4.05506,-1.152997,limon
-4.111912,-0.757296,limon
-4.168864,-0.770645,limon
-4.186869,-0.760468,limon
-4.2927,-1.343708,limon
-4.254466,-1.954105,limon
-4.303068,-1.917811,limon
-4.407887,-1.955122,limon
-4.266517,-1.953652,limon
-4.12366,-1.810076,limon
-4.113981,-1.781083,limon
-4.063708,-1.390921,limon
-4.069695,-1.346365,limon
-4.077674,-1.220016,limon
-3.859007,-0.905078,limon
-3.864919,-0.765425,limon
-3.859774,-0.762316,limon
-6.811536,-3.558645,limon
-5.80624,-3.385171,limon
-5.783254,-3.39337,limon
-7.057783,-3.477899,limon
-5.941221,-3.287119,limon
-5.981057,-3.298847,limon
-6.993375,-3.387991,limon
-6.229283,-3.066912,limon
-6.236916,-2.92396,limon
-6.239743,-2.959924,limon
-6.987554,-3.362171,limon
-6.152452,-3.045627,limon
-6.086606,-3.095916,limon
-6.004718,-3.193327,limon
-5.959721,-3.226901,limon
-5.733304,-3.524679,limon
-5.704248,-3.431076,limon
-6.873568,-3.378576,limon
-5.766271,-3.395514,limon
-5.837468,-3.202541,limon
-5.880321,-3.343645,limon
-5.827528,-3.414389,limon
-6.885334,-3.500823,limon
-6.726375,-3.373854,limon
-6.126275,-3.628614,limon
-6.457213,-3.716402,limon
-6.451748,-3.724703,limon
-6.437914,-3.889583,limon
-6.440318,-3.880226,limon
-6.511113,-3.745219,limon
-6.649588,-3.429372,limon
-6.641512,-3.348132,limon
-6.64372,-3.293174,limon
-6.612232,-3.161646,limon
-6.606511,-3.121268,limon
-6.581448,-3.045856,limon
-6.558393,-3.225575,limon
-6.343287,-3.348458,limon
-6.366947,-3.520224,limon
-6.374081,-3.510084,limon
-6.485729,-3.414264,limon
-6.534063,-3.381002,limon
-6.645779,-3.274246,limon
-6.743993,-3.184027,limon
-6.670573,-3.186039,limon
-6.567122,-3.197578,limon
-6.548834,-3.182626,limon
-6.27465,-3.261605,limon
-6.221814,-3.269072,limon
-6.95338,-3.456358,limon
-6.039954,-3.391993,limon
-6.027694,-3.189328,limon
-6.040801,-3.120277,limon
-6.041458,-3.082027,limon
-6.033623,-3.072208,limon
-6.03332,-3.052347,limon
-6.072095,-3.06251,limon
-6.07985,-3.094267,limon
-6.070156,-3.092985,limon
-6.068282,-3.10342,limon
-6.043622,-3.111632,limon
-6.009251,-3.006271,limon
-7.078531,-3.49744,limon
-5.967853,-3.042996,limon
-5.865371,-3.291143,limon
-7.064564,-3.477463,limon
-4.992065,-2.481389,limon
-4.94438,-2.340905,limon
-4.924238,-2.518383,limon
-4.837892,-2.550469,limon
-4.851589,-2.544919,limon
-4.717933,-2.30748,limon
-4.702072,-2.046578,limon
-4.665852,-1.717023,limon
-4.67126,-1.684173,limon
-4.677238,-1.653762,limon
-4.756614,-1.739733,limon
-4.792001,-1.811748,limon
-4.811231,-1.853321,limon
-4.829614,-1.893929,limon
-4.877565,-2.202062,limon
-4.9884,-2.380409,limon
-4.968035,-2.43578,limon
-5.11498,-2.750383,limon
-5.038499,-3.019167,limon
-5.023804,-3.057953,limon
-5.023296,-3.10612,limon
-4.98605,-3.17621,limon
-5.10517,-3.316895,limon
-5.144955,-3.243805,limon
-5.208212,-2.982592,limon
-5.250283,-2.874654,limon
-5.262587,-2.917684,limon
-5.489552,-2.989201,limon
-5.52662,-2.975076,limon
-5.427051,-2.574406,limon
-5.421794,-2.528428,limon
-5.185148,-2.561622,limon
-5.071538,-2.965329,limon
-5.073347,-2.923098,limon
-6.163328,-3.118157,limon
-5.240901,-2.967697,limon
-5.399869,-1.978754,limon
-5.417757,-1.940041,limon
-5.522342,-1.967406,limon
-5.534217,-1.942449,limon
-5.523131,-1.931927,limon
-5.408993,-1.812665,limon
-5.684329,-2.635919,limon
-6.440875,-3.053353,limon
-6.399525,-3.136944,limon
-6.342063,-3.140605,limon
-6.31476,-3.166155,limon
-6.141608,-3.070467,limon
-6.168759,-3.043098,limon
-6.127666,-3.008632,limon
-6.104186,-2.872329,limon
-5.893032,-2.555929,limon
-5.482064,-2.107306,limon
-5.233997,-2.205765,limon
-1.61514,-0.065514,mandarina
-1.662133,-0.070724,mandarina
-1.685633,-0.080616,mandarina
-1.745227,-0.109071,mandarina
-3.35626,-0.217543,mandarina
-3.560123,-0.01801,mandarina
-3.587816,0.047128,mandarina
-3.584771,0.04402,mandarina
-3.654666,-0.024167,mandarina
-3.620388,-0.017359,mandarina
-3.627221,-0.041522,mandarina
-3.585899,-0.062662,mandarina
-3.548634,-0.087761,mandarina
-3.537585,-0.104261,mandarina
-3.532224,-0.08436,mandarina
-3.514334,-0.074807,mandarina
-3.529683,-0.065255,mandarina
-3.58906,0.004607,mandarina
-3.617915,0.032498,mandarina
-3.541934,0.126704,mandarina
-3.555084,0.230332,mandarina
-3.595725,0.271385,mandarina
-3.577351,0.338781,mandarina
-3.592841,0.446105,mandarina
-3.599084,0.476281,mandarina
-3.59013,0.546918,mandarina
-3.597472,0.60622,mandarina
-3.56296,0.632758,mandarina
-3.451466,0.696542,mandarina
-3.418904,0.705321,mandarina
-3.375064,0.743046,mandarina
-3.364336,0.81144,mandarina
-3.386682,0.735357,mandarina
-3.326061,0.739964,mandarina
-2.613501,1.37014,mandarina
-2.556288,1.54422,mandarina
-2.427167,1.452563,mandarina
-2.348522,1.399275,mandarina
-2.583452,1.489164,mandarina
-2.482943,1.412671,mandarina
-2.427329,1.330122,mandarina
-2.501224,1.432414,mandarina
-2.48595,1.39371,mandarina
-2.43309,1.290847,mandarina
-1.911869,0.350989,mandarina
-1.982885,0.201955,mandarina
-1.786094,0.329401,mandarina
-1.745444,0.273619,mandarina
-1.700297,0.289566,mandarina
-1.620052,0.246998,mandarina
-4.151622,-0.391179,mandarina
-4.127556,-0.13566,mandarina
-4.095041,0.15999,mandarina
-3.970225,0.190797,mandarina
-3.94116,0.222805,mandarina
-3.908225,0.210622,mandarina
-3.801882,0.196457,mandarina
-3.689853,0.065421,mandarina
-3.217851,0.276205,mandarina
-3.135053,0.347963,mandarina
-2.830946,0.419778,mandarina
-2.646573,0.536721,mandarina
-2.757842,0.616009,mandarina
-2.59562,0.800071,mandarina
-3.044015,1.144266,mandarina
-2.77274,1.255972,mandarina
-2.756227,1.323865,mandarina
-2.729678,1.324747,mandarina
-2.600357,1.2219,mandarina
-2.569317,1.261479,mandarina
-2.144363,0.529929,mandarina
-1.176377,0.694777,mandarina
-1.180145,0.702668,mandarina
-1.182109,0.684614,mandarina
-1.145827,0.707987,mandarina
-1.149065,0.7076,mandarina
-1.190101,0.716742,mandarina
-1.632292,0.46306,mandarina
-1.196814,0.678764,mandarina
-1.258981,0.641834,mandarina
-1.283468,0.628121,mandarina
-1.229464,0.660614,mandarina
-1.243619,0.63726,mandarina
-1.244705,0.530794,mandarina
-1.598378,0.477842,mandarina
-1.258641,0.519672,mandarina
-1.266651,0.548575,mandarina
-1.290872,0.542077,mandarina
-1.267266,0.530464,mandarina
-1.287114,0.447846,mandarina
-1.278824,0.261396,mandarina
-1.286866,0.238286,mandarina
-1.327089,0.229499,mandarina
-1.388714,0.130322,mandarina
-1.4433,0.06579,mandarina
-1.552255,0.459689,mandarina
-1.597288,0.026008,mandarina
-1.636503,0.014512,mandarina
-1.864917,-0.187736,mandarina
-1.990596,-0.200137,mandarina
-2.021052,-0.226645,mandarina
-1.528771,0.417827,mandarina
-2.262884,-0.304482,mandarina
-2.322411,-0.30895,mandarina
-2.354553,-0.35599,mandarina
-2.529102,-0.375256,mandarina
-2.574017,-0.412472,mandarina
-2.752741,-0.367166,mandarina
-2.874346,-0.375768,mandarina
-1.493744,0.427988,mandarina
-3.065299,-0.398773,mandarina
-3.223418,-0.375799,mandarina
-3.209608,-0.312502,mandarina
-3.316518,-0.274806,mandarina
-3.323317,-0.220495,mandarina
-3.384169,-0.19283,mandarina
-1.508755,0.426628,mandarina
-1.471763,0.419772,mandarina
-1.487231,0.402553,mandarina
-1.477805,0.408999,mandarina
-1.514416,0.360165,mandarina
-1.533176,0.383251,mandarina
-1.508266,0.390048,mandarina
-1.527482,0.38161,mandarina
-3.072258,0.587582,mandarina
-2.994411,0.612452,mandarina
-2.935184,0.611393,mandarina
-2.880419,0.634379,mandarina
-2.843244,0.646679,mandarina
-1.511109,0.341159,mandarina
-2.816841,0.679864,mandarina
-2.776313,0.687425,mandarina
-2.897825,0.756007,mandarina
-2.83052,0.745341,mandarina
-2.828577,0.739208,mandarina
-2.747166,0.742419,mandarina
-2.740971,0.72943,mandarina
-1.531854,0.315656,mandarina
-2.282472,0.584182,mandarina
-2.000823,0.466695,mandarina
-2.133551,0.540284,mandarina
-2.090984,0.498971,mandarina
-2.022509,0.477076,mandarina
-1.981124,0.482563,mandarina
-1.931299,0.468238,mandarina
-1.73194,0.439443,mandarina
-1.682243,0.466848,mandarina
-1.657268,0.469156,mandarina
-1.626802,0.46188,mandarina
-1.559769,0.437784,mandarina
-1.512975,0.432575,mandarina
-1.513869,0.412634,mandarina
-1.566754,0.391668,mandarina
-1.605688,0.31952,mandarina
-1.508053,0.364471,mandarina
-1.492472,0.376408,mandarina
-1.585769,0.33631,mandarina
-1.546897,0.354404,mandarina
-1.553967,0.328539,mandarina
-1.498379,0.389513,mandarina
-1.600376,0.312998,mandarina
-1.869467,0.512549,mandarina
-1.602695,0.303242,mandarina
-1.595766,0.286198,mandarina
-1.557865,0.234534,mandarina
-1.560414,0.168047,mandarina
-1.538554,0.169184,mandarina
-1.548447,0.15533,mandarina
-1.54644,0.143615,mandarina
-1.834943,0.513157,mandarina
-1.690781,0.138421,mandarina
-1.722253,0.156911,mandarina
-1.765996,0.229361,mandarina
-1.7839,0.498697,mandarina
-1.802718,0.236383,mandarina
-1.90744,0.400969,mandarina
-1.978354,0.494891,mandarina
-1.992994,0.590353,mandarina
-1.992377,0.63465,mandarina
-1.957691,0.843448,mandarina
-1.968442,0.871229,mandarina
-1.705133,0.482243,mandarina
-1.851039,0.976927,mandarina
-1.725158,1.041417,mandarina
-1.465074,0.921234,mandarina
-1.43384,0.89462,mandarina
-1.679706,0.482774,mandarina
-1.305313,0.904075,mandarina
-1.292041,0.885091,mandarina
-1.245056,0.867009,mandarina
-1.241657,0.77425,mandarina
-1.22642,0.727677,mandarina
-1.193685,0.721646,mandarina
-1.176757,0.715978,mandarina
-2.475657,1.329472,mandarina
-2.603096,1.372217,mandarina
-2.471736,1.210072,mandarina
-2.334973,1.320839,mandarina
-2.333443,1.328034,mandarina
-2.329694,1.319661,mandarina
-2.253826,1.348574,mandarina
-2.255217,1.432899,mandarina
-2.166442,1.630909,mandarina
-1.906281,1.753451,mandarina
-1.86378,1.738197,mandarina
-1.836977,1.728347,mandarina
-1.737651,1.739732,mandarina
-1.439842,-1.58897,mandarina
-1.57279,1.420508,mandarina
-1.427366,1.238707,mandarina
-1.394882,1.169932,mandarina
-1.405257,1.101668,mandarina
-1.395676,1.0692,mandarina
-1.318435,0.857847,mandarina
-1.213571,0.731658,mandarina
-1.261916,0.654425,mandarina
-1.066725,0.522479,mandarina
-1.09718,0.474012,mandarina
-1.03136,0.23318,mandarina
-1.133335,0.12094,mandarina
-0.998087,0.089195,mandarina
-1.047813,0.073572,mandarina
-1.132691,-0.02977,mandarina
-1.09625,-0.043717,mandarina
-1.147209,-0.031679,mandarina
-1.17303,-0.017336,mandarina
-1.165188,-0.091836,mandarina
-1.292211,-0.073093,mandarina
-1.274001,-0.043352,mandarina
-2.067592,-1.793106,mandarina
-1.300423,-0.047046,mandarina
-1.329373,-0.062079,mandarina
-1.35269,-0.009028,mandarina
-1.427912,-0.012137,mandarina
-1.38084,-0.053503,mandarina
-1.302646,-0.061874,mandarina
-2.319316,-1.863193,mandarina
-1.538742,0.056212,mandarina
-1.546569,0.084431,mandarina
-1.648961,0.123699,mandarina
-1.692169,0.141211,mandarina
-1.735816,0.166169,mandarina
-1.743847,0.208021,mandarina
-1.984937,0.34671,mandarina
-1.99753,0.348357,mandarina
-2.023499,0.37246,mandarina
-2.030465,0.366741,mandarina
-2.009137,0.355204,mandarina
-2.007926,0.352669,mandarina
-2.051914,0.339746,mandarina
-2.174554,0.40113,mandarina
-1.963822,0.285954,mandarina
-2.105031,0.364013,mandarina
-2.037015,0.30533,mandarina
-1.387786,0.433324,mandarina
-2.989287,-1.791225,mandarina
-1.276801,0.708568,mandarina
-1.676758,1.203934,mandarina
-1.734956,1.443382,mandarina
-1.008776,1.553421,mandarina
-0.962031,1.724619,mandarina
-0.935691,1.845657,mandarina
-0.875762,1.950644,mandarina
-0.712064,2.256505,mandarina
-0.623539,2.333274,mandarina
-0.536037,2.387146,mandarina
-0.085856,2.251742,mandarina
-3.120115,-1.743415,mandarina
-0.058178,2.205187,mandarina
0.018534,1.95383,mandarina
0.085447,1.883603,mandarina
0.155861,1.254913,mandarina
0.062155,0.935884,mandarina
0.074318,0.686167,mandarina
-0.104726,0.231059,mandarina
-0.219075,-0.163765,mandarina
-0.434943,-0.450499,mandarina
-0.467969,-0.588062,mandarina
-1.324327,-1.667287,mandarina
-1.536375,-1.649187,mandarina
-1.794003,-1.961342,mandarina
-1.952615,-1.997461,mandarina
-2.058362,-2.055755,mandarina
-2.195111,-2.10628,mandarina
-2.295814,-2.091802,mandarina
-2.545216,-2.104799,mandarina
-2.760505,-2.087506,mandarina
-3.754928,-1.14601,mandarina
-3.801652,-1.072729,mandarina
-3.86113,-1.060054,mandarina
-3.911082,-0.930899,mandarina
-4.072963,-0.740773,mandarina
-4.105844,-0.613745,mandarina
-4.113324,-0.521255,mandarina
-4.152545,-0.496718,mandarina
-0.2572,-0.496933,mandarina
-4.119116,-0.323049,mandarina
-4.12629,-0.24984,mandarina
-0.568296,-0.863692,mandarina
-0.75125,-1.086102,mandarina
-5.257251,0.314117,manzana_golden
-5.164907,0.071936,manzana_golden
-5.09565,-0.032603,manzana_golden
-5.019622,-0.802854,manzana_golden
-5.684699,-1.683282,manzana_golden
-7.548883,1.974031,manzana_golden
-7.357576,2.13605,manzana_golden
-6.351469,2.020727,manzana_golden
-5.615948,1.182279,manzana_golden
-5.601882,1.05823,manzana_golden
-5.449973,0.943925,manzana_golden
-9.903762,-1.704045,manzana_golden
-8.076882,-1.924942,manzana_golden
-10.059041,-1.499252,manzana_golden
-10.110739,-1.316509,manzana_golden
